id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
20776.jpg,Women,Footwear,Shoes,Flats,Black,Fall,2011.0,Casual,Carlton London Women Classy Black Sandals
5114.jpg,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Women Engineered Stripe Rust T-shirt
15491.jpg,Women,Footwear,Shoes,Heels,Nude,Spring,2013.0,Formal,Carlton London Women Nude Heels
38789.jpg,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Batman Men Crew Neck Green T-shirt
5928.jpg,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,ADIDAS Women Court Sequence Black Shoe
57624.jpg,Women,Personal Care,Skin Care,Sunscreen,White,Spring,2017.0,,Lotus Herbals Safe Sun Sun Block Cream
25204.jpg,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherette Light Brown Handbag
11031.jpg,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Jealous 21 Women Check Blue Tops
41741.jpg,Women,Footwear,Shoes,Flats,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats
5326.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Fila Men's Fitness Hiker Brown Shoe
44001.jpg,Men,Personal Care,Fragrance,Perfume and Body Mist,Navy Blue,Spring,2017.0,Casual,Police Men Pure Perfume
14771.jpg,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2013.0,Formal,Arrow Men Stripes Navy Blue Shirts
20544.jpg,Women,Accessories,Belts,Belts,Beige,Winter,2015.0,Casual,Baggit Women Yacho Jhuti Beige Belt
21496.jpg,Women,Accessories,Bags,Handbags,Mustard,Winter,2015.0,Casual,Kiara Women Mustard Leatherite Handbag
52164.jpg,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Femella Women Purple Top
36421.jpg,Men,Footwear,Sandal,Sandals,Grey,Spring,2013.0,Casual,Spinn Men Aura Grey Sandals
57416.jpg,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Winter,2015.0,Casual,Amante Women Black Lounge Set SGLL01
1786.jpg,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Lotto Men's Court Logo White Shoe
52958.jpg,Women,Apparel,Saree,Sarees,Red,Fall,2012.0,Ethnic,FNF Red Sari
25036.jpg,Women,Apparel,Bottomwear,Leggings,Grey,Fall,2011.0,Casual,Nike Women Depth Long Grey Leggings
11203.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Carrera Men Metal strap Sqaure dial Black Watches
12486.jpg,Men,Footwear,Shoes,Formal Shoes,Black,Spring,2012.0,Formal,Clarks Men Leather Black Formal Shoes
31604.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Men Football Blue Jersey
8439.jpg,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Jealous Macrae Purple Top
2103.jpg,Men,Apparel,Topwear,Shirts,White,Winter,2010.0,Casual,Lee Men Checks White Shirt
13554.jpg,Women,Footwear,Shoes,Flats,Pink,Fall,2011.0,Casual,Carlton London Women Casual Pink Sandals
7471.jpg,Men,Apparel,Topwear,Tshirts,Burgundy,Summer,2011.0,Casual,Proline Men Burgundy Polo T-shirt
19852.jpg,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Pink Shirt
16026.jpg,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Highlander Men Check Purple Shirt
22213.jpg,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Brown,Fall,2012.0,Casual,Timberland Unisex Brown Shoe Laces
50633.jpg,Men,Apparel,Innerwear,Trunk,Navy Blue,Summer,2016.0,Casual,Chromozome Men Navy Blue & Red Trunks
18980.jpg,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,ADIDAS Originals Men Polo Yellow Tshirt
39831.jpg,Girls,Apparel,Bottomwear,Shorts,Magenta,Summer,2012.0,Casual,Gini and Jony Girls Core Magenta Shorts
52500.jpg,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Purple,Winter,2015.0,Casual,Red Rose Purple Nightdress
4690.jpg,Unisex,Accessories,Watches,Watches,Grey,Winter,2016.0,Sports,ADIDAS Unisex New York Plaid Digital Grey Watch
36045.jpg,Unisex,Accessories,Bags,Duffel Bag,Beige,Summer,2012.0,Casual,OTLS Unisex Beige Duffle Bag
5742.jpg,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Basics Men Grey T-shirt
37197.jpg,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Women Navy Blue Jeans
44465.jpg,Women,Footwear,Shoes,Heels,Red,Summer,2012.0,Casual,Senorita Women Red Wedges
14315.jpg,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,ADIDAS Men Solid Black Jerseys
20120.jpg,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Wrangler Women Lace Detail Purple Top
25452.jpg,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Men Prowl White Casual Shoes
33537.jpg,Women,Footwear,Shoes,Flats,Brown,Summer,2016.0,Casual,Cobblerz Women Brown Ballerinas
27305.jpg,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017.0,Casual,ADIDAS Men Victory League Deo
13130.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Provogue Men Brown Casual Shoes
7829.jpg,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Proline Men Grey Printed T-shirt
31260.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men Munchen White T-shirt
17590.jpg,Unisex,Accessories,Eyewear,Sunglasses,Black,Summer,2017.0,Sports,Speedo Unisex Funky Eyewear Black Sunglasses
7015.jpg,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,s.Oliver Men's Polo Blue Stripes Grey T-shirt
46332.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Reebok Men Black Ultralite Drama Shoes
51385.jpg,Men,Apparel,Innerwear,Boxers,Navy Blue,Summer,2012.0,Casual,Myntra Navy Blue Printed Boxers
22677.jpg,Unisex,Accessories,Bags,Laptop Bag,Black,Winter,2015.0,Casual,Wildcraft Unisex Gear for Life Black Laptop Bag
28943.jpg,Women,Apparel,Bottomwear,Leggings,Green,Summer,2012.0,Casual,BIBA OUTLET Women Green Leggings
30180.jpg,Unisex,Accessories,Bags,Duffel Bag,Navy Blue,Fall,2012.0,Casual,Nike Unisex Navy Blue Duffle Bag
50859.jpg,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,Prafful Purple & Green Sari
2755.jpg,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Classic Polo Mens  T-shirt
3687.jpg,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Women Adam & God Black T-shirt
29891.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Mayhem Women Sunglasses 1015-104
49148.jpg,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,,Deborah Extra Lip Liner 01
19638.jpg,Women,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Sweatshirt
55517.jpg,Unisex,Personal Care,Hair,Hair Colour,Black,Spring,2017.0,Casual,Revlon Top Speed Natural Black Hair Colour Natural Black 70
34520.jpg,Women,Footwear,Shoes,Flats,Purple,Summer,2012.0,Casual,ADIDAS Women Ballerina Purple Shoes
23597.jpg,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Nike Fragrances Men Cool Wind EDT Deo
49974.jpg,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Hanes Men Black Innerwear Vest
7227.jpg,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men's Wanigan India Dark Tan Shoe
46100.jpg,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Unisex  Black Clemente Shoes
45785.jpg,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Senorita Women Black Sandals
36277.jpg,Women,Apparel,Loungewear and Nightwear,Night suits,Grey,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey & Black Night suits
58208.jpg,Men,Accessories,Belts,Belts,Brown,Summer,2013.0,Casual,New Hide Men Brown Belt
14127.jpg,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016.0,Casual,Flying Machine Men Washed Blue Jeans
20312.jpg,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Lee Men Solid Green Tshirt
5570.jpg,Girls,Apparel,Dress,Dresses,Grey,Summer,2011.0,Casual,Ant Kids Girl's Sleeveless With Flower Print Kidswear
44657.jpg,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Vans Unisex Blue Shoes
25660.jpg,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch NA2394SL01
56392.jpg,Women,Personal Care,Fragrance,Perfume and Body Mist,Lavender,Spring,2017.0,Casual,Estee Lauder Women Pleasures 50 ml Perfume
11455.jpg,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Light Winters Black Shirts
33705.jpg,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2012.0,Smart Casual,Cobblerz Men Black Formal Shoes
10587.jpg,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Carrera Men Careera dial steel strap patch White Watches
15233.jpg,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,ADIDAS Originals Men Samba Blue Casual Shoes
4664.jpg,Unisex,Accessories,Watches,Watches,White,Winter,2016.0,Sports,ADIDAS Unisex Originals White Watch
32411.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,ADIDAS Men Thin Striper Navy Blue Polo T-shirt
11693.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Lee Men Check Red Shirts
56154.jpg,Women,Personal Care,Eyes,Kajal and Eyeliner,Black,Spring,2017.0,Casual,Colorbar I-Glide Coal Mine Eye Pencil 09
57086.jpg,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,Elle Women Pink Vintage Skirt
10741.jpg,Unisex,Footwear,Flip Flops,Flip Flops,Yellow,Winter,2012.0,Casual,Disney Unisex Kids Mickey Mouse Yellow Flip Flops
24574.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Lee Men Neo Blue Polo T-shirt
30346.jpg,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Peace-War Off White T-shirt
54603.jpg,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Jockey ELANCE Men Grey Briefs 1004
12016.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White Blue Striped Shirts
3441.jpg,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Delhi Daredevils Womens Match Jersey
31294.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Blank Red T-shirt
23751.jpg,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Rayban Unisex Black Highstreet Sunglasses
9947.jpg,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,ADIDAS Men Torment Blue Jackets
17564.jpg,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Mark Taylor Men Black & White Striped Shirt
47214.jpg,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Franco Leone Men Brown  Formal Shoes
6133.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Puma Men's Commander White Black Shoe
8895.jpg,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Bling Black Shirts
22683.jpg,Unisex,Accessories,Bags,Duffel Bag,Black,Winter,2015.0,Travel,Wildcraft Unisex Black Duffel Bag
43486.jpg,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,French Connection Men Grey Check Shirt
3673.jpg,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Fila Men's Speed Fire White Black Shoe
29865.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Mayhem Men Aviator Sunglasses 1024-209
42554.jpg,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Mother Earth Women White & Black Kurta
12224.jpg,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Formal,Basics Men Solid Brown Trousers
47026.jpg,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Shree Women Black & White Kurta
6301.jpg,Unisex,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Puma Unisex Issac Black Orange Flip Flop
23563.jpg,Men,Personal Care,Fragrance,Perfume and Body Mist,Navy Blue,Spring,2017.0,Casual,Police Pure Men Perfume
17756.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men Meztli Brown Casual Shoe
30948.jpg,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Ethnic,Fabindia Women Red Cambric Top
35406.jpg,Men,Footwear,Sandal,Sandals,Brown,Summer,2013.0,Casual,Enroute Men Brown Sandals
45771.jpg,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Lomani Men Blue Jeans Deo
36283.jpg,Women,Apparel,Loungewear and Nightwear,Night suits,Grey,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey & Blue Night suits
4456.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's Kobe Epic White T-shirt
21234.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Basics Men Blue Printed T-shirt
15001.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Stripes Navy Blue Polo Tshirts
1918.jpg,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2010.0,Sports,Domyos 300 Blue Bag
53614.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Digital Watch M040-001
5584.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Lunar Fly Black Shoe
56366.jpg,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,Police Men Moving Out 100 ml Perfume
32623.jpg,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Sports,Nike Men Miler Grey T-shirt
38319.jpg,Women,Accessories,Bags,Backpacks,Pink,Summer,2012.0,Casual,Puma Pink Backpack
40203.jpg,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Mumbai Slang Women Green Kurta
10573.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men Heritage Navy Blue Polo Tshirts
3217.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men's Peace Blue T-shirt
42130.jpg,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Air Max Quarter White Sports Shoes
12640.jpg,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Probase Men Solid Grey Tshirts
55187.jpg,Women,Personal Care,Nails,Nail Polish,Purple,Spring,2017.0,Casual,Lakme Absolute Fast & Fabulous 10 Purple Nail Polish
26475.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Trend Blue T-shirt
54055.jpg,Women,Apparel,Bottomwear,Leggings,Rust,Summer,2012.0,Casual,Myntra Women Rust Leggings
13792.jpg,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Proline Men Grey T-shirt
30510.jpg,Women,Apparel,Innerwear,Bra,White,Summer,2014.0,Casual,Lovable Women Spice White Bra
35062.jpg,Men,Accessories,Belts,Belts,Yellow,Summer,2012.0,Casual,Allen Solly Men Canvas Peach Belt
46590.jpg,Women,Footwear,Shoes,Heels,Green,Summer,2016.0,Casual,Catwalk Women Green Heels
54869.jpg,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012.0,Casual,Ivory Tag Women Colour Interplay Multicolour Necklace
6765.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Timberland Men's Saco River White T-shirt
58698.jpg,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012.0,Ethnic,Alayna Women Pink Kurta
20782.jpg,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Carlton London Women Classy Gold Heels
4032.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's I'd Love To Help You Out Black T-shirt
21650.jpg,Women,Apparel,Innerwear,Bra,Black,Fall,2012.0,Casual,Enamor Women Classique Black Bra
15465.jpg,Men,Apparel,Topwear,Jackets,Green,Fall,2011.0,Casual,Puma Men Rime Down Vest Green Jackets
1540.jpg,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,Puma Men Ferrari Vintage Black Polo T-shirt
33395.jpg,Women,Accessories,Wallets,Wallets,Black,Fall,2012.0,Casual,Baggit Women Bleed Taj Black Wallet
40667.jpg,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Lee Women Red Top
10117.jpg,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Reebok Men Premier Zigfly Silver Sports Shoes
56702.jpg,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Men Blue Kurta
32247.jpg,Women,Apparel,Bottomwear,Patiala,Green,Summer,2012.0,Ethnic,Fabindia Women Printed Green Patiala
53042.jpg,Women,Apparel,Saree,Sarees,Red,Fall,2012.0,Ethnic,FNF Women Red Printed Sari
32849.jpg,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Grendha Women Roamance Brown Flats
45127.jpg,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Casio Enticer Men Silver Analogue Watch MTP-1214A-2AVDF(A343)
4200.jpg,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Disney Kids Boy's Blue Champs Kidswear
10325.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Atlantis Black Watches
24110.jpg,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Playboy Men Black Casual Flip Flops
41587.jpg,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Basics Men Green Striped Shirt
32075.jpg,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Playboy Men Black Brief
56530.jpg,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017.0,Casual,Streetwear Satin Smooth Miss Maroon Lipstick 10
26647.jpg,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men Racer White Shoes
30722.jpg,Boys,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Fabindia Boys Printed Maroon Kurta
3819.jpg,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Disney Kids Girl's Minnie Summer Time Pink Top
51715.jpg,Unisex,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Allen Solly Unisex Sunglasses AS236-C3
23335.jpg,Women,Apparel,Topwear,Tunics,Brown,Fall,2011.0,Casual,W Women Brown Tunic
17100.jpg,Women,Accessories,Wallets,Wallets,Rust,Winter,2015.0,Casual,Lino Perros Women Flower Rust Wallet
47670.jpg,Women,Accessories,Scarves,Scarves,Cream,Summer,2012.0,Casual,Femella Women Cream and Black Printed Scarf
18974.jpg,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Blue Shirt
34382.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Red Banana T-shirt
6557.jpg,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011.0,Casual,Nike Unisex All Access HA Blue Blackpack
36248.jpg,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Mr. Men Green Get Funny T-shirt
58237.jpg,Women,Accessories,Wallets,Wallets,Navy Blue,Summer,2012.0,Casual,Baggit Women Navy Blue Wallet
44668.jpg,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Wills Lifestyle Women Pink Shirt
14924.jpg,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,Mr. Men Green Sweatshirt
27108.jpg,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aneri Women Priya Blue Kurta
50866.jpg,Women,Apparel,Saree,Sarees,Black,Fall,2012.0,Ethnic,Prafful Black Crepe Printed Sari
9382.jpg,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men Sweet Classic White Casual Shoes
8250.jpg,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2016.0,Casual,Fastrack Unisex Grey Backpack
19607.jpg,Women,Apparel,Topwear,Tops,Red,Summer,2011.0,Casual,United Colors of Benetton Women Solid Red Top
55528.jpg,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,2017.0,Casual,Revlon Skinlights Face Peach Light Illuminator Lotion
27934.jpg,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Jealous 21 Women Black Shirt
30983.jpg,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Ferrari Men Perfume
28140.jpg,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2016.0,Casual,Jockey SPORT Men Navy Blue Shorts 9411
51188.jpg,Women,Apparel,Innerwear,Bra,White,Fall,2012.0,Casual,Enamor White Bra
7218.jpg,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men's Carnforth Soft Brown Shoe
2558.jpg,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Casual,Domyos Women Trompette Track Pant
7816.jpg,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Women Corsica Mid L Shine Black Grey Shoe
19435.jpg,Men,Accessories,Headwear,Caps,Blue,Summer,2012.0,Casual,Quiksilver Men Stripes Blue Caps
13933.jpg,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Blue Polo Tshirts
22648.jpg,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015.0,Casual,Wildcraft Unisex Grey & Black Backpack
45588.jpg,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2010.0,Formal,Arrow Men Black Formal Shoes
57871.jpg,Women,Personal Care,Skin,Face Moisturisers,Green,Spring,2017.0,Casual,Biotique Botanicals Ayurvedic Recipe Bio Morning Nectar Moisturiser
58005.jpg,Women,Apparel,Topwear,Tops,Black,Fall,2012.0,Casual,Latin Quarters Women Black & White Top
11658.jpg,Women,Apparel,Topwear,Tshirts,Peach,Fall,2011.0,Casual,Lee Women Printed Orange Tshirts
37994.jpg,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,New Hide Men Brown Belt
20923.jpg,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Casual Heels
33508.jpg,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Doodle Kids Girl Washed Blue Skirt
8406.jpg,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Sports,ADIDAS Men M Rsp Short Sleeve White Shorts
16019.jpg,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Turtle Check Men Grey Trouser
2900.jpg,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Wedding Collection Silver Heels
34349.jpg,Men,Apparel,Topwear,Tshirts,Purple,Fall,2012.0,Casual,Myntra Men Purple T-shirt
5319.jpg,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Women's Duramo Luxury White Shoe
33950.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue & White Striped Polo T-shirt
25835.jpg,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Diva Women Printed Multi Coloured Kurta
44802.jpg,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Spykar Women Yellow Printed T-shirt
38584.jpg,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Nike Men Printed Green T-shirt
59781.jpg,Women,Accessories,Jewellery,Bracelet,Gold,Winter,2016.0,Casual,Estelle Women Gold Bracelet
5917.jpg,Women,Footwear,Shoes,Casual Shoes,Silver,Summer,2011.0,Casual,ADIDAS Women's Agashae Silver Shoe
22822.jpg,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2016.0,Casual,Woodland Men Green Shoes
49513.jpg,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Police Men Silver-Toned Dial Watch PL11916MRS-04A
8634.jpg,Unisex,Footwear,Sandal,Sandals,Pink,Fall,2011.0,Casual,Crocs Crocband Pink Sandals
19263.jpg,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Guess Women Mini Quiz White Dial Watch with Interchangeable Straps W11130L1
35895.jpg,Boys,Apparel,Apparel Set,Clothing Set,Blue,Summer,2012.0,Casual,Jungle Book Boys Baby Blue Clothing Set
13759.jpg,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Belmonte Men Solid Purple Shirts
34947.jpg,Women,Apparel,Topwear,Dupatta,Red,Summer,2012.0,Ethnic,Fabindia Women Printed Red Dupatta
55970.jpg,Women,Personal Care,Lips,Lipstick,Red,Summer,2019.0,Casual,Colorbar Velvet Matte Hearts & Tarts Lipstick 80V
43815.jpg,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Turquoise Earrings
28524.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Organic Red T-shirt
26678.jpg,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Puma Men Maze Black Flip Flops
9520.jpg,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,John Miller Men Purple & White Check  Shirt
17903.jpg,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,Nike Women Trainng Grey Track Pant
3826.jpg,Unisex,Footwear,Sandal,Sandals,Red,Summer,2011.0,Casual,Crocs Unisex Crocband Red Sandal
6568.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's T90 Training Black T-shirt
24913.jpg,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,United Colors of Benetton Kids Boys Red Printed T-shirt
37538.jpg,Boys,Apparel,Socks,Booties,Blue,Summer,2012.0,Casual,Madagascar 3 Infant Boys Blue Booties
58495.jpg,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women Printed White Top
45118.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Enticer Men Black Dial Analogue Watch MTP-1243D-1AVDF(A216)
33198.jpg,Women,Apparel,Topwear,Tunics,Red,Summer,2012.0,Casual,Sepia Women Printed Red Tunic
